Module,Reaction,url,KOs,Rule,Review comment,reaction_orthology,module_orthology,module_definition
M00083,R04355,https://www.genome.jp/dbget-bin/www_bget?rn:R04355,"K11533,K09458,K00647,K00667,K00665","K11533,K09458,K00647,K00667,K00665",Reviewed by JG,"{'K00647': '3-oxoacyl-[acyl-carrier-protein] synthase I [EC:2.3.1.41]', 'K00665': 'fatty acid synthase, animal type [EC:2.3.1.85]', 'K00667': 'fatty acid synthase subunit alpha, fungi type [EC:2.3.1.86]', 'K09458': '3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]', 'K11533': 'fatty acid synthase, bacteria type [EC:2.3.1.-]'}","{'K00665': 'fatty acid synthase, animal type [EC:2.3.1.85] [RN:R04355 R04533 R04428 R04430 R04952 R04953 R04954 R04956 R04957 R04536 R04537 R04959 R04960 R04534 R04535 R04962 R04963 R04964 R04965 R04725 R04726 R04566 R04568 R04967 R04968 R04543 R04544 R04970]', 'K00667+K00668': 'fatty acid synthase, fungi type [EC:2.3.1.86] [RN:R04355 R04533 R04428 R04430 R04952 R04953 R04954 R04956 R04957 R04536 R04537 R04959 R04960 R04534 R04535 R04962 R04963 R04964 R04965 R04725 R04726 R04566 R04568 R04967 R04968 R04543 R04544 R04970]', 'K11533': 'fatty acid synthase, actinobacteria type [EC:2.3.1.-] [RN:R04355 R04533 R04428 R04429 R04952 R04953 R04954 R04955 R04957 R04536 R04537 R04958 R04960 R04534 R04535 R04961 R04963 R04964 R04965 R04724 R04726 R04566 R04568 R04966 R04968 R04543 R04544 R04969]', 'K00647': '3-oxoacyl-[acyl-carrier-protein] synthase I [EC:2.3.1.41] [RN:R04355 R04952 R04957 R04960 R04963 R04726 R04968]', 'K09458': '3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179] [RN:R04355 R04952 R04957 R04960 R04963 R04726 R04968]', 'K00059': '3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100] [RN:R04533 R04953 R04536 R04534 R04964 R04566 R04543]', 'K02372,K01716,K16363': '3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59] [RN:R04428 R04954 R04537 R04535 R04965 R04568 R04544]', 'K00208,K02371,K10780,K00209': 'enoyl-[acyl-carrier protein] reductase [EC:1.3.1.9 1.3.1.104] [RN:R04429 R04430 R04955 R04956 R04958 R04959 R04961 R04962 R04724 R04725 R04966 R04967 R04969 R04970]'}","K00665,(K00667 K00668),K11533,((K00647,K09458) K00059 (K02372,K01716,K16363) (K00208,K02371,K10780,K00209))"
M00030,R04371,https://www.genome.jp/dbget-bin/www_bget?rn:R04371,"K16793,K16792,K01705","K16793+K16792,K01705",Reviewed by JG,"{'K01705': 'homoaconitate hydratase [EC:4.2.1.36]', 'K16792': 'methanogen homoaconitase large subunit [EC:4.2.1.114]', 'K16793': 'methanogen homoaconitase small subunit [EC:4.2.1.114]'}","{'K01655': 'homocitrate synthase [EC:2.3.3.14] [RN:R00271]', 'K17450': 'homoaconitase [EC:4.2.1.-] [RN:R03444]', 'K01705': 'homoaconitate hydratase [EC:4.2.1.36] [RN:R04371]', 'K05824': 'homoisocitrate dehydrogenase [EC:1.1.1.87] [RN:R01934]', 'K00838': '2-aminoadipate transaminase [EC:2.6.1.39] [RN:R01939]', 'K00143': 'L-2-aminoadipate reductase [EC:1.2.1.95] [RN:R03098 R04863 R04390]', 'K00293,K24034': 'saccharopine dehydrogenase (NADP+, L-glutamate forming) [EC:1.5.1.10] [RN:R02315]', 'K00290': 'saccharopine dehydrogenase, L-lysine forming [EC:1.5.1.7] [RN:R00715]'}","K01655 K17450 K01705 K05824 K00838 K00143 (K00293,K24034) K00290"
M00433,R04371,https://www.genome.jp/dbget-bin/www_bget?rn:R04371,"K16793,K16792,K01705","K16793+K16792,K01705",Reviewed by JG,"{'K01705': 'homoaconitate hydratase [EC:4.2.1.36]', 'K16792': 'methanogen homoaconitase large subunit [EC:4.2.1.114]', 'K16793': 'methanogen homoaconitase small subunit [EC:4.2.1.114]'}","{'K01655': 'homocitrate synthase [EC:2.3.3.14] [RN:R00271]', 'K17450,K01705,K16792,K16793': 'homoaconitase [EC:4.2.1.- 4.2.1.36 4.2.1.114] [RN:R03444 R04371 R09720]', 'K05824': 'homoisocitrate dehydrogenase [EC:1.1.1.87] [RN:R01934]'}","K01655 (K17450 K01705,K16792+K16793) K05824"
M00608,R04371,https://www.genome.jp/dbget-bin/www_bget?rn:R04371,"K16793,K16792,K01705","K16793+K16792,K01705",Reviewed by JG,"{'K01705': 'homoaconitate hydratase [EC:4.2.1.36]', 'K16792': 'methanogen homoaconitase large subunit [EC:4.2.1.114]', 'K16793': 'methanogen homoaconitase small subunit [EC:4.2.1.114]'}","{'K10977': 'methanogen homocitrate synthase [EC:2.3.3.14 2.3.3.-] [RN:R00271 R08331 R08332]', 'K16792+K16793': 'methanogen homoaconitase large subunit [EC:4.2.1.114] [RN:R03444 R04371 R09720 R10392 R10393 R10391 R10395 R10396 R10394]', 'K10978': 'methanogen homoisocitrate dehydrogenase [EC:1.1.1.87 1.1.1.-] [RN:R01934 R08214 R08215]'}",K10977 K16792+K16793 K10978
M00432,R04426,https://www.genome.jp/dbget-bin/www_bget?rn:R04426,"K21360,K00052","K21360,K00052",Reviewed by JG,"{'K00052': '3-isopropylmalate dehydrogenase [EC:1.1.1.85]', 'K21360': '3-isopropylmalate/methylthioalkylmalate dehydrogenase [EC:1.1.1.85 1.1.1.-]'}","{'K01649': '2-isopropylmalate synthase [EC:2.3.3.13] [RN:R01213]', 'K01702,K01703,K01704': '3-isopropylmalate dehydratase [EC:4.2.1.33] [RN:R03968 R04001]', 'K00052': '3-isopropylmalate dehydrogenase [EC:1.1.1.85] [RN:R04426]'}","K01649 (K01702,K01703+K01704) K00052"
M00048,R04463,https://www.genome.jp/dbget-bin/www_bget?rn:R04463,"K23264,K01952,K23265,K23270,K23269","K01952,K23264+K23265+K23269,K23270+K23265",Reviewed by JG,"{'K01952': 'phosphoribosylformylglycinamidine synthase [EC:6.3.5.3]', 'K23264': 'phosphoribosylformylglycinamidine synthase subunit PurS [EC:6.3.5.3]', 'K23265': 'phosphoribosylformylglycinamidine synthase subunit PurQ / glutaminase [EC:6.3.5.3 3.5.1.2]', 'K23269': 'phosphoribosylformylglycinamidine synthase subunit PurL [EC:6.3.5.3]', 'K23270': 'phosphoribosylformylglycinamidine synthase subunit PurSL [EC:6.3.5.3]'}","{'K00764': 'amidophosphoribosyltransferase [EC:2.4.2.14] [RN:R01072]', 'K01945,K11787,K11788': 'phosphoribosylamine--glycine ligase [EC:6.3.4.13] [RN:R04144]', 'K00601,K11175,K08289,K11787,K01492': 'phosphoribosylglycinamide formyltransferase [EC:2.1.2.2] [RN:R04325]', 'K01952,K23269,K23264,K23265,K23270': 'phosphoribosylformylglycinamidine synthase [EC:6.3.5.3] [RN:R04463]', 'K01933,K11787,K11788': 'phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.3.1] [RN:R04208]', 'K01587,K11808': 'phosphoribosylaminoimidazole carboxylase [EC:4.1.1.21] [RN:R04209]', 'K01589': '5-(carboxyamino)imidazole ribonucleotide synthase [EC:6.3.4.18] [RN:R07405]', 'K01588': '5-(carboxyamino)imidazole ribonucleotide mutase [EC:5.4.99.18] [RN:R07404]', 'K01923,K01587': 'phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6] [RN:R04591]', 'K13713': 'fusion protein PurCD [EC:6.3.2.6 6.3.4.13] [RN:R04144 R04591]', 'K01756': 'adenylosuccinate lyase [EC:4.3.2.2] [RN:R04559]', 'K00602': 'phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10] [RN:R04560 R01127]', 'K01492': 'phosphoribosylaminoimidazolecarboxamide formyltransferase [EC: 2.1.2.3] [RN:R04560]', 'K06863': ""5-formaminoimidazole-4-carboxamide-1-(beta)-D-ribofuranosyl 5'-monophosphate synthetase [EC:6.3.4.23] [RN:R06975]"", 'K11176': 'IMP cyclohydrolase [EC:3.5.4.10] [RN:R01127]'}","K00764 (K01945,K11787,K11788,K13713) (K00601,K11175,K08289,K11787,K01492) (K01952,(K23269+K23264+K23265),(K23270+K23265)) (K01933,K11787,K11788 (K01587,K11808,K01589 K01588)) (K01923,K01587,K13713) K01756 (K00602,(K01492,K06863 K11176))"
M00127,R04509,https://www.genome.jp/dbget-bin/www_bget?rn:R04509,"K00941,K14153,K00877,K21219","K00941,K14153,K00877,K21219",Reviewed by JG,"{'K00877': 'hydroxymethylpyrimidine/phosphomethylpyrimidine kinase / thiaminase [EC:2.7.1.49 2.7.4.7 3.5.99.2]', 'K00941': 'hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7]', 'K14153': 'hydroxymethylpyrimidine kinase / phosphomethylpyrimidine kinase / thiamine-phosphate diphosphorylase [EC:2.7.1.49 2.7.4.7 2.5.1.3]', 'K21219': 'hydroxymethylpyrimidine kinase / phosphomethylpyrimidine kinase / thiamine-phosphate diphosphorylase [EC:2.7.1.49 2.7.4.7 2.5.1.3]'}","{'K03148': 'thiF; sulfur carrier protein ThiS adenylyltransferase [EC:2.7.7.73] [RN:R07459]', 'K03154': 'thiS; sulfur carrier protein', 'K03151': 'thiI; tRNA uracil 4-sulfurtransferase [EC:2.8.1.4] [RN:R07461]', 'K03150': 'thiH; 2-iminoacetate synthase [EC:4.1.99.19] [RN:R10246]', 'K03149': 'thiG; thiazole synthase [EC:2.8.1.10] [RN:R10247]', 'K03147': 'thiC; phosphomethylpyrimidine synthase [EC:4.1.99.17] [RN:R03472]', 'K00941': 'thiD; phosphomethylpyrimidine kinase [EC:2.7.4.7] [RN:R04509]', 'K00788': 'thiE; thiamine-phosphate pyrophosphorylase [EC:2.5.1.3] [RN:R10712]', 'K14153,K21219': 'thiDE,thiDN; phosphomethylpyrimidine kinase / thiamine-phosphate diphosphorylase [EC:2.7.4.7 2.5.1.3] [RN:R04509 R10712]', 'K00946': 'thiL; thiamine-monophosphate kinase [EC:2.7.4.16] [RN:R00617]'}","K03148+K03154 K03151 K03150 K03149 K03147 ((K00941 K00788),K14153,K21219) K00946"
M00895,R04509,https://www.genome.jp/dbget-bin/www_bget?rn:R04509,"K00941,K14153,K00877,K21219","K00941,K14153,K00877,K21219",Reviewed by JG,"{'K00877': 'hydroxymethylpyrimidine/phosphomethylpyrimidine kinase / thiaminase [EC:2.7.1.49 2.7.4.7 3.5.99.2]', 'K00941': 'hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7]', 'K14153': 'hydroxymethylpyrimidine kinase / phosphomethylpyrimidine kinase / thiamine-phosphate diphosphorylase [EC:2.7.1.49 2.7.4.7 2.5.1.3]', 'K21219': 'hydroxymethylpyrimidine kinase / phosphomethylpyrimidine kinase / thiamine-phosphate diphosphorylase [EC:2.7.1.49 2.7.4.7 2.5.1.3]'}","{'K03148': 'thiF; sulfur carrier protein ThiS adenylyltransferase [EC:2.7.7.73] [RN:R07459]', 'K03154': 'thiS; sulfur carrier protein', 'K03151': 'thiI; tRNA uracil 4-sulfurtransferase [EC:2.8.1.4] [RN:R07461]', 'K03153': 'thiO; glycine oxidase [EC:1.4.3.19] [RN:R07463]', 'K03149': 'thiG; thiazole synthase [EC:2.8.1.10] [RN:R10247]', 'K10810': 'tenI; thiazole tautomerase (transcriptional regulator TenI) [EC:5.3.99.10] [RN:R09977]', 'K03147': 'thiC; phosphomethylpyrimidine synthase [EC:4.1.99.17] [RN:R03472]', 'K00941': 'thiD; phosphomethylpyrimidine kinase [EC:2.7.4.7] [RN:R04509]', 'K00788': 'thiE; thiamine-phosphate pyrophosphorylase [EC:2.5.1.3] [RN:R10712]', 'K00946': 'thiL; thiamine-monophosphate kinase [EC:2.7.4.16] [RN:R00617]'}",K03148+K03154 K03151 K03153 K03149 K10810 K03147 K00941 K00788 K00946
M00896,R04509,https://www.genome.jp/dbget-bin/www_bget?rn:R04509,"K00941,K14153,K00877,K21219","K00941,K14153,K00877,K21219",Reviewed by JG,"{'K00877': 'hydroxymethylpyrimidine/phosphomethylpyrimidine kinase / thiaminase [EC:2.7.1.49 2.7.4.7 3.5.99.2]', 'K00941': 'hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7]', 'K14153': 'hydroxymethylpyrimidine kinase / phosphomethylpyrimidine kinase / thiamine-phosphate diphosphorylase [EC:2.7.1.49 2.7.4.7 2.5.1.3]', 'K21219': 'hydroxymethylpyrimidine kinase / phosphomethylpyrimidine kinase / thiamine-phosphate diphosphorylase [EC:2.7.1.49 2.7.4.7 2.5.1.3]'}","{'K22699': 'thi4; sulfide-dependent adenosine diphosphate thiazole synthase [EC:2.4.2.59] [RN:R12026]', 'K03147': 'thiC; phosphomethylpyrimidine synthase [EC:4.1.99.17] [RN:R03472]', 'K00941': 'thiD; phosphomethylpyrimidine kinase [EC:2.7.4.7] [RN:R04509]', 'K00788,K21220': 'thiE,thiN; thiamine-phosphate diphosphorylase [EC:2.5.1.3] [RN:R10712]', 'K21219': 'thiDN; phosphomethylpyrimidine kinase / thiamine-phosphate diphosphorylase [EC:2.7.4.7 2.5.1.3] [RN:R04509 R10712]', 'K00946': 'thiL; thiamine-monophosphate kinase [EC:2.7.4.16] [RN:R00617]'}","K22699 K03147 (K00941 (K00788,K21220),K21219) K00946"
M00897,R04509,https://www.genome.jp/dbget-bin/www_bget?rn:R04509,"K00941,K14153,K00877,K21219","K00941,K14153,K00877,K21219",Reviewed by JG,"{'K00877': 'hydroxymethylpyrimidine/phosphomethylpyrimidine kinase / thiaminase [EC:2.7.1.49 2.7.4.7 3.5.99.2]', 'K00941': 'hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7]', 'K14153': 'hydroxymethylpyrimidine kinase / phosphomethylpyrimidine kinase / thiamine-phosphate diphosphorylase [EC:2.7.1.49 2.7.4.7 2.5.1.3]', 'K21219': 'hydroxymethylpyrimidine kinase / phosphomethylpyrimidine kinase / thiamine-phosphate diphosphorylase [EC:2.7.1.49 2.7.4.7 2.5.1.3]'}","{'K03146': 'THI1; cysteine-dependent adenosine diphosphate thiazole synthase [EC:2.4.2.60] [RN:R10685]', 'K03147': 'THIC; phosphomethylpyrimidine synthase [EC:4.1.99.17] [RN:R03472]', 'K14153': 'TH1; phosphomethylpyrimidine kinase / thiamine-phosphate diphosphorylase [EC:2.7.4.7 2.5.1.3] [RN:R04509 R10712]', 'K22911': 'TH2; thiamine phosphate phosphatase [EC:3.1.3.100] [RN:R02135]', 'K00949': 'TPK1; thiamine pyrophosphokinase [EC:2.7.6.2] [RN:R00619]'}",K03146 K03147 K14153 K22911 K00949
M00898,R04509,https://www.genome.jp/dbget-bin/www_bget?rn:R04509,"K00941,K14153,K00877,K21219","K00941,K14153,K00877,K21219",Reviewed by JG,"{'K00877': 'hydroxymethylpyrimidine/phosphomethylpyrimidine kinase / thiaminase [EC:2.7.1.49 2.7.4.7 3.5.99.2]', 'K00941': 'hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7]', 'K14153': 'hydroxymethylpyrimidine kinase / phosphomethylpyrimidine kinase / thiamine-phosphate diphosphorylase [EC:2.7.1.49 2.7.4.7 2.5.1.3]', 'K21219': 'hydroxymethylpyrimidine kinase / phosphomethylpyrimidine kinase / thiamine-phosphate diphosphorylase [EC:2.7.1.49 2.7.4.7 2.5.1.3]'}","{'K03146': 'THI4; cysteine-dependent adenosine diphosphate thiazole synthase [EC:2.4.2.60] [RN:R10685]', 'K18278': 'THI5; pyrimidine precursor biosynthesis enzyme [RN:R10686]', 'K00877': 'THI20; phosphomethylpyrimidine kinase [EC:2.7.4.7] [RN:R04509]', 'K14154': 'THI6; thiamine-phosphate diphosphorylase [EC:2.5.1.3] [RN:R10712]', 'K00949': 'THI80; thiamine pyrophosphokinase [EC:2.7.6.2] [RN:R00619]'}",K03146 K18278 K00877 K14154 -- K00949
M00899,R04509,https://www.genome.jp/dbget-bin/www_bget?rn:R04509,"K00941,K14153,K00877,K21219","K00941,K14153,K00877,K21219",Reviewed by JG,"{'K00877': 'hydroxymethylpyrimidine/phosphomethylpyrimidine kinase / thiaminase [EC:2.7.1.49 2.7.4.7 3.5.99.2]', 'K00941': 'hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7]', 'K14153': 'hydroxymethylpyrimidine kinase / phosphomethylpyrimidine kinase / thiamine-phosphate diphosphorylase [EC:2.7.1.49 2.7.4.7 2.5.1.3]', 'K21219': 'hydroxymethylpyrimidine kinase / phosphomethylpyrimidine kinase / thiamine-phosphate diphosphorylase [EC:2.7.1.49 2.7.4.7 2.5.1.3]'}","{'K00878': 'thiM; hydroxyethylthiazole kinase [EC:2.7.1.50] [RN:R04448]', 'K00941': 'thiD; hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7] [RN:R03471 R04509] ', 'K00788': 'thiE; thiamine-phosphate pyrophosphorylase [EC:2.5.1.3] [RN:R03223]', 'K14153,K21219': 'thiDE,thiDN hydroxymethylpyrimidine kinase / phosphomethylpyrimidine kinase / thiamine-phosphate diphosphorylase [EC:2.7.1.49 2.7.4.7 2.5.1.3] [RN:R03471 R04509 R03223]'}","K00878 ((K00941 K00788),K14153,K21219)"
M00356,R04540,https://www.genome.jp/dbget-bin/www_bget?rn:R04540,"K08265,K08264",K08265+K08264,Reviewed by JG,"{'K08264': 'heterodisulfide reductase subunit D [EC:1.8.98.1]', 'K08265': 'heterodisulfide reductase subunit E [EC:1.8.98.1]'}","{'K14080': '[methyl-Co(III) methanol-specific corrinoid protein]:coenzyme M methyltransferase [EC:2.1.1.246] [RN:R09098]', 'K04480': 'methanol---5-hydroxybenzimidazolylcobamide Co-methyltransferase [EC:2.1.1.90] [RN:R09098]', 'K14081': 'methanol corrinoid protein [RN:R09098]', 'K00399+K00401+K00402': 'methyl-coenzyme M reductase [EC:2.8.4.1] [RN:R04541]', 'K22480+K22481+K22482': 'heterodisulfide reductase 1 [EC:1.8.7.3] [RN:R11931]', 'K03388+K03389+K03390': 'heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944]', 'K08264+K08265': 'heterodisulfide reductase [EC:1.8.98.1] [RN:R04540]', 'K14126+K14128': 'F420-non-reducing hydrogenase [EC:1.8.98.5] [RN:R11943]', 'K14127': 'F420-non-reducing hydrogenase iron-sulfur subunit [EC:1.8.98.5 1.8.98.6] [RN:R11943 R11944]', 'K22516+K00125': 'formate dehydrogenase (coenzyme F420) [EC:1.8.98.6] [RN:R11944]'}","K14080+K04480+K14081 K00399+K00401+K00402 (K22480+K22481+K22482,K03388+K03389+K03390,K08264+K08265,K03388+K03389+K03390+K14127+(K14126+K14128,K22516+K00125))"
M00357,R04540,https://www.genome.jp/dbget-bin/www_bget?rn:R04540,"K08265,K08264",K08265+K08264,Reviewed by JG,"{'K08264': 'heterodisulfide reductase subunit D [EC:1.8.98.1]', 'K08265': 'heterodisulfide reductase subunit E [EC:1.8.98.1]'}","{'K00925': 'acetate kinase [EC:2.7.2.1] [RN:R00315]', 'K00625': 'phosphate acetyltransferase [EC:2.3.1.8] [RN:R00230]', 'K01895': 'acetyl-CoA synthetase [EC:6.2.1.1] [RN:R00235]', 'K00193+K00197+K00194': 'acetyl-CoA decarbonylase/synthase complex [EC:2.3.1.-] [RN:R09096]', 'K00577+K00578+K00579+K00580+K00581-K00582-K00583+K00584': 'tetrahydromethanopterin S-methyltransferase [EC:2.1.1.86] [RN:R04347]', 'K00399+K00401+K00402': 'methyl-coenzyme M reductase [EC:2.8.4.1] [RN:R04541]', 'K22480+K22481+K22482': 'heterodisulfide reductase 1 [EC:1.8.7.3] [RN:R11931]', 'K03388+K03389+K03390': 'heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944]', 'K08264+K08265': 'heterodisulfide reductase [EC:1.8.98.1] [RN:R04540]', 'K14126+K14128': 'F420-non-reducing hydrogenase [EC:1.8.98.5] [RN:R11943]', 'K14127': 'F420-non-reducing hydrogenase iron-sulfur subunit [EC:1.8.98.5 1.8.98.6] [RN:R11943 R11944]', 'K22516+K00125': 'formate dehydrogenase (coenzyme F420) [EC:1.8.98.6] [RN:R11944]'}","((K00925 K00625),K01895) (K00193+K00197+K00194) (K00577+K00578+K00579+K00580+K00581-K00582-K00583+K00584) (K00399+K00401+K00402) (K22480+K22481+K22482,K03388+K03389+K03390,K08264+K08265,K03388+K03389+K03390+K14127+(K14126+K14128,K22516+K00125))"
M00563,R04540,https://www.genome.jp/dbget-bin/www_bget?rn:R04540,"K08265,K08264",K08265+K08264,Reviewed by JG,"{'K08264': 'heterodisulfide reductase subunit D [EC:1.8.98.1]', 'K08265': 'heterodisulfide reductase subunit E [EC:1.8.98.1]'}","{'K14082': 'mtbA; [methyl-Co(III) methylamine-specific corrinoid protein]:coenzyme M methyltransferase [EC:2.1.1.247] [RN:R09998]', 'K16176': 'mtmB; methylamine---corrinoid protein Co-methyltransferase [EC:2.1.1.248] [RN:R09998]', 'K16177': 'mtmC; monomethylamine corrinoid protein [RN:R09998]', 'K16178': 'mtbB; dimethylamine---corrinoid protein Co-methyltransferase [EC:2.1.1.249] [RN:R09999]', 'K16179': 'mtbC; dimethylamine corrinoid protein [RN:R09999]', 'K14083': 'mttB; trimethylamine---corrinoid protein Co-methyltransferase [EC:2.1.1.250] [RN:R09124]', 'K14084': 'mttC; trimethylamine corrinoid protein [RN:R09124]', 'K00399+K00401+K00402': 'methyl-coenzyme M reductase [EC:2.8.4.1] [RN:R04541]', 'K22480+K22481+K22482': 'heterodisulfide reductase 1 [EC:1.8.7.3] [RN:R11931]', 'K03388+K03389+K03390': 'heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944]', 'K08264+K08265': 'heterodisulfide reductase [EC:1.8.98.1] [RN:R04540]', 'K14126+K14128': 'F420-non-reducing hydrogenase [EC:1.8.98.5] [RN:R11943]', 'K14127': 'F420-non-reducing hydrogenase iron-sulfur subunit [EC:1.8.98.5 1.8.98.6] [RN:R11943 R11944]', 'K22516+K00125': 'formate dehydrogenase (coenzyme F420) [EC:1.8.98.6] [RN:R11944]'}","K14082 ((K16177-K16176),(K16179-K16178),(K14084-K14083)) K00399+K00401+K00402 (K22480+K22481+K22482,K03388+K03389+K03390,K08264+K08265,K03388+K03389+K03390+K14127+(K14126+K14128,K22516+K00125))"
M00567,R04540,https://www.genome.jp/dbget-bin/www_bget?rn:R04540,"K08265,K08264",K08265+K08264,Reviewed by JG,"{'K08264': 'heterodisulfide reductase subunit D [EC:1.8.98.1]', 'K08265': 'heterodisulfide reductase subunit E [EC:1.8.98.1]'}","{'K00200+K00201+K00202+K00203+K11261': 'formylmethanofuran dehydrogenase [EC:1.2.99.5] [RN:R03015]', 'K00205,K11260,K00204': '4Fe-4S ferredoxin', 'K00672': 'formylmethanofuran--tetrahydromethanopterin N-formyltransferase [EC:2.3.1.101] [RN:R03390]', 'K01499': 'methenyltetrahydromethanopterin cyclohydrolase [EC:3.5.4.27] [RN:R03464]', 'K00319': 'methylenetetrahydromethanopterin dehydrogenase [EC:1.5.99.9] [RN:R04456]', 'K13942': '5,10-methenyltetrahydromethanopterin hydrogenase [EC:1.12.98.2] [RN:R04455]', 'K00320': 'coenzyme F420-dependent N5,N10-methenyltetrahydromethanopterin reductase [EC:1.5.99.11] [RN:R04464]', 'K00577+K00578+K00579+K00580+K00581+K00582+K00583+K00584': 'tetrahydromethanopterin S-methyltransferase [EC:2.1.1.86] [RN:R04347]', 'K00399+K00401+K00402': 'methyl-coenzyme M reductase [EC:2.8.4.1] [RN:R04541]', 'K22480+K22481+K22482': 'heterodisulfide reductase 1 [EC:1.8.7.3] [RN:R11931]', 'K03388+K03389+K03390': 'heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944]', 'K08264+K08265': 'heterodisulfide reductase [EC:1.8.98.1] [RN:R04540]', 'K14126+K14128': 'F420-non-reducing hydrogenase [EC:1.8.98.5] [RN:R11943]', 'K14127': 'F420-non-reducing hydrogenase iron-sulfur subunit [EC:1.8.98.5 1.8.98.6] [RN:R11943 R11944]', 'K22516+K00125': 'formate dehydrogenase (coenzyme F420) [EC1.8.98.6] [RN:R11944]'}","(K00200+K00201+K00202+K00203-K11261+(K00205,K11260,K00204)) K00672 K01499 (K00319,K13942) K00320 (K00577+K00578+K00579+K00580+K00581-K00582-K00583+K00584) (K00399+K00401+K00402) (K22480+K22481+K22482,K03388+K03389+K03390,K08264+K08265,K03388+K03389+K03390+K14127+(K14126+K14128,K22516+K00125))"
M00356,R04541,https://www.genome.jp/dbget-bin/www_bget?rn:R04541,"K00402,K00401,K00399",K00402+K00401+K00399,Reviewed by JG,"{'K00399': 'methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1]', 'K00401': 'methyl-coenzyme M reductase beta subunit [EC:2.8.4.1]', 'K00402': 'methyl-coenzyme M reductase gamma subunit [EC:2.8.4.1]'}","{'K14080': '[methyl-Co(III) methanol-specific corrinoid protein]:coenzyme M methyltransferase [EC:2.1.1.246] [RN:R09098]', 'K04480': 'methanol---5-hydroxybenzimidazolylcobamide Co-methyltransferase [EC:2.1.1.90] [RN:R09098]', 'K14081': 'methanol corrinoid protein [RN:R09098]', 'K00399+K00401+K00402': 'methyl-coenzyme M reductase [EC:2.8.4.1] [RN:R04541]', 'K22480+K22481+K22482': 'heterodisulfide reductase 1 [EC:1.8.7.3] [RN:R11931]', 'K03388+K03389+K03390': 'heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944]', 'K08264+K08265': 'heterodisulfide reductase [EC:1.8.98.1] [RN:R04540]', 'K14126+K14128': 'F420-non-reducing hydrogenase [EC:1.8.98.5] [RN:R11943]', 'K14127': 'F420-non-reducing hydrogenase iron-sulfur subunit [EC:1.8.98.5 1.8.98.6] [RN:R11943 R11944]', 'K22516+K00125': 'formate dehydrogenase (coenzyme F420) [EC:1.8.98.6] [RN:R11944]'}","K14080+K04480+K14081 K00399+K00401+K00402 (K22480+K22481+K22482,K03388+K03389+K03390,K08264+K08265,K03388+K03389+K03390+K14127+(K14126+K14128,K22516+K00125))"
